ID,Username,City,Country,Date,Comment
1006,wengloktoh,None,None,7-October-2018,"Value for money this is a bad place to be with poor service and decorations compare to other restaurants around the re"
1007,WendyVong,None,None,3-October-2018,"Price is expensive, but food really good. The icy tomatoes as starter was very refreshing. The barbarcued pork meat was juicy and tender (best of the night). The goose skin was cripsy..."
1008,KJbahrain,None,None,24-August-2018,"In Macau your options are unlimited.. But when it comes down to Chinese, the Jade Dragon is unbeatable.. A bit rude at the desk.. But once inside you are in a dining heaven.. Although famous for their goose.. Trust me its CRAB CRAB CRAB"
1009,lookbackwithjoey,United Kingdom,None,9-July-2018,"Two michelin stars and number 32 on the Asia Best 50 restaurants.
This restaurant located in the city of Dreams, Macau, is the gem. Their seasonal tea is a must-try. This season (summer 2018) is a combination of green tea, osmanthus, rose etc. A great combination that I can never get enough of.
Thanks to the superb and professional service from the waiters (shout out to Brian) and the others for such a phenomenal dining experience. Their thoughtful and meticulous service really deserve 3 stars.
The crispy suckling pig with caviar was my favourite dish. Crispy and savoury all in one bite filling your mouth with flavours.
The interior and the ambiance were magnificent.
I really enjoyed my meal here and would definitely want to come back for more, especially for their signature lychee wood-smoked dishes."
1010,evilbob2015,None,None,25-May-2018,"Good service, dishes that are well cooked and have depth of multiple flavours. Really 3njoyed the different dishes. Will look to go back"
1011,chrischma,Hong Kong,None,21-May-2018,"When it comes to Chinese restaurants in Macau, my number ONE choice remains Jade Dragon at the City of Dreams. It is awarded Michelin 2 stars. I have always thought that it well deserves 3 stars, and it is much better than some other 3-star restaurants both in terms of food quality and meticulous service. The decor and the ambiance are first class. Having a meal there is having a superb dining experience that can’t be replicated elsewhere. Make it a point to dine at the Jade Dragon the next time you visit Macau. You will certainly want to come back for more."
1012,Niceman2005,None,None,1-May-2018,"Colleague of 4 to enjoy a simply dinner at a luxurious restaurant. Restaurant recommended some simple food for us, which is out of our expectations and exceptional good, particular the fry eggs."
1013,KATHYKWC,None,None,20-March-2018,"This was my second time to visit Jade Dragon in Macau. The food were excellent and the food preparation also beautiful. Waiters were paying high attention for every single table. They also explained the dishes clearly and talked to us about Jade Dragon. Thank you very much for the hospitality. I have already recommended this restaurant with friend."
1014,Tychoo72,Singapore,Singapore,5-March-2018,"Again.... We had dinner and also lunch. Never disappointed in this restaurant. Good food, good service, good tea and good ambience.

Food, must try the roasted goose and char siew.

Service, very attentive servers, always around you.

Tea, many varieties to choose from, but this is not important. What is important is that they never soak the tea leafs in the pot like many other restaurants do. The tea is being pour out into a separate pot for serving.

The ambience is always good, not too many tables and with the nice deco, you will sure enjoy.

Only one down side, the price is very steeeeep.... Hahaha..... However you pay for what you get.

One of our favourite restaurants."
1015,SSL19901,None,None,25-February-2018,"I went to jade dragon with a group of friends, one of which was with a two year old kid. They do not usually allow kids, but we were lucky enough to be able to secure a private room where kids were allowed. The room was nicely decorated with private powder room and the long sofa was perfect for the kid to relax after the meal.
The service and the food were both great. In particular, i loved their barbeque pork which was exceptionally tender and juicy.
It wasn't cheap but I think it was still good value for money for what we got overall."
1016,KritH10,None,None,13-February-2018,"First time visit after heard so many reviews about Restaurant. Impressive with all staff and attention of services. We have great time and enjoy the various of Dim Sum and main dish. End with beautiful presentation of dessert as complimentary. We love it!!!"
1017,singlemalt8,None,None,31-January-2018,"There were 8 of us and as we have kids in our group, we were told that we had to book a private room.

That said, there is no regrets. The room was very spacious and nicely decorated with private powder room.

The service was good and the waitress that served us was both smart and friendly.

The food also didn't disappoint. The barbeque pork was a must try ! The petite four at the end was a plesant delight- it was traditional Chinese dessert presented in very interesting way.

Overall, a good experience!"
1018,meghch,None,None,27-January-2018,"I guess they offer the best dim sum I have ever had so far. The food, decoration, atmosphere, service are terrific. Will definitely come back again."
1019,J3414UHchrisc,None,None,22-December-2017,"Jade Dragon is one of the best Chinese restaurant in town for me, the dishes are nice but the price is quite high as well. if you want to try the Chinese food in a luxury place, here is a good choice for you."
1020,JessieT554,None,None,21-December-2017,"Had dinner with family. We were not wowed by the whole dining experience. The food was disappointing to say the least. The only nice touch was the personalized hand-written menu as a souvenir."
1021,jonkinsella,Singapore,Singapore,10-November-2017,"I went to this restaurant on my wedding anniversary after hearing it was one of the best cantoneese restaurants in Macau. With low expectations due to some mixed experiences I have previously had in Macau, I was absolutely blown away by the creativity, the flavor, the subtlty of service, and by the value of this amazing restaurant. The BBQ Iberico Pluma (shoulder) is their signiture dish and is not to be missed. Try pretty much anything that the chef calls a speciatly. The Brittany Lobster Claypot with glass noodles was exceptional. The crispy suckling pig stuffed with shrimp was amazing. The Braised udon noodles with fishmaw and Chicken was like the ultimate chicken noodle soup. I loved the restaurant. It is one of the best meals I have had all year. It is one of the best Chinese Restaurants on the planet.

Thanks to the wonderful staff for making a memorable night for my wife and I."
1022,Biztraveller26Feb,None,None,6-November-2017,"This is one of the best Cantonese food I have ever tasted. Service was impeccable too. At the end of the mean you are presented with your own personalised menu of the items you ordered. It was a lovely experience."
1023,VBeary,None,None,15-October-2017,"Went for lunch and truely enjoyed the experience. Great food and services. Highly recommended the wagyu beef rice flour rolls, BBQ pork and BBQ pork pastry. The compliment desert was also amazing. Must booked in advance to avoid disappointment."
1024,UkritJ,Bangkok,Thailand,20-September-2017,"Have been repeating customer here for four times in two years. Though we live in Bangkok, but all of the people we recommended to try Chef Tam's 2 Michelin Jade Dragon are all crazy about Chef Tam's food and to date there are almost 20 people that we referred here. We would fly to Macau mainly to have food here is how good this place is!

From top raw materials sourced from around the globe to cooking techniques and attention to details such as amount of food that sufficient but not over filling while flavor and textures of the food were composed to delight the palate in the most unique, entertaining and super delicious.

Highly recommended are Litchee Wood BBQ Iberico, Beef Brisket pepper soup, Double boiled fish maw, matsutake, and sea conch, Tempura giant Oyster, Dimsum...every dishes of dim sum is very very good, basically just let they know what you prefer and the staffs will recommend great tasting food that will delight you as they did me and my friends.

Biggest thanks to Chef Tam who are very talented and consistent about the quality of his food, Noel our waitress who were most helpful and attentive in every details.

My personal most favorite restaurant in the whole world and I have been to a lot."
1025,Tychoo72,Singapore,Singapore,17-September-2017,"Was in macau early September with family and we had dinner at jade dragon one night. We like this restaurant and has been dining with them before their michelin star.

Again they have shown and proven to us that they are good. We especially love the bbq pork and the roast goose. Of course other dishes were as good. Aman the manager has good recommendations!

A must visit for food lovers!

Attached photos are some of the dishes we ordered."
1026,kepi_taipei,None,None,17-September-2017,"Absolutely delicious. The best meal I had in Macau. Very expensive, but it is worth every penny. Definitely will come back and enjoy again. 是我在澳門吃到最好的中餐廳，很貴，但覺對值得，比8餐廳好吃。燒鵝有獨特的味道，而且幾乎每道菜都好吃，真是不容易。一定會推薦朋友來，有機會也絕對會再訪。"
1027,Nik S,Gold Coast,Australia,13-September-2017,"Great restaurant in the Crown Casino complex! My wife and I went here for our 20th Anniversary and were not disappointed. Great food ,great service, and the parchment with your personal menu of the night done by a calligrapher and presented to you at the end of the night is a great touch! The oysters fine de claire and their birds nest soup are stunning!"
1028,Fred J,None,None,26-July-2017,"Visiting Macau for the first time, I was invited to Jade Dragon for an early dinner and I might say the setting and decor here is outstanding. Very nice service and knowledgeable sommelier. However the cuisine was a bit disappointing and I couldn't feel any brilliant creativity. I was not able to feel amazed and in fact I don't remember any dish out of the twenty we had. It was good but I am questioning the two stars here."
1029,puengp2016,None,None,20-July-2017,"The food is delicious. Service is excellent. Recommend to try Iberico bbq pork and hot&sour soup. You won't regret. Even they cost a little bit expensive, but it's worth the price. Decoration and atmosphere are second to none."
1030,YanYan L,None,None,8-July-2017,"I took dim sum with my family including my mother in wheelchair on 1 Jul. The services are good, especially they help my mother a lot. The food is excellent. The meal tools and declaration are good also."
1031,TobyZurich,Zurich,None,24-June-2017,"Everything in this restaurant is perfect! Our excellent main waiter asked for our tastes and preferences and then combined a perfect set of their highlights with a well balanced choices of ours. We chose to have tea instead of wine, and it was a good choice because the selection of teas and the pairing of tea and their excellent Cantonese cuisine is an amazing experience. The attention to details in the kitchen and in the service is truly world class and definitely worth 2 Michelin stars. A gastronomic highlight!"
1032,LuLuCNL,None,None,26-May-2017,"The 10 of us had dim sum lunch at Jade Dragon in May 2017. Similar to another Michelin-star Chinese restaurant in Macau, Jade Dragon required big groups to dine in a private room with minimum charge. The restaurant and the private dining room were spacious enough for my old mother, who was in wheelchair, to move around, and the staff were very helpful. The dining room was tastefully designed. The staff were very attentive and whenever we needed their assistance, they were always around without making you feel being spied on or that they were invading your privacy. They introduced their signature dim sums and food items professionally and made good suggestions to us. The food quality was excellent and up to our high expectation. At the end of the lunch, complimentary desserts were served, including mini ice-cream cones of different flavors, mini cakes, candies, etc. This was an extra bonus. I had dined at different Chinese restaurants (both with and without Michelin star ratings) in Macau, this is so far the best dining experience I have had."
1033,chrischma,Hong Kong,None,20-April-2017,"Jade Dragon at the City of Dreams, Macau provides top-notch Cantonese cuisine with  heart . Every detail, from the delivery of service, the selection of teas, to the design and preparation of dishes, is meticulously looked after. Overall I would say it is the best Cantonese restaurant in Macau at this time. If I were a Michelin assessor, I would certainly award Jade Dragon with the Three Stars that they deserve.

Currently they are awarded Two Stars."
1034,108yanivs,None,None,30-March-2017,"A lunch of four was a culinary masterpiece. Portions and servings were exquisite, and service superb. Pork and spinach dumplings, pork ribs and crab spring rolls were amazing, as well as the desert assortment."
1035,841alh,Kuala Lumpur,Malaysia,5-March-2017,"Tried this restaurant as were advised to try the goose. Taste was good but I felt it's not juicy enough. We like the dim sum which were well presented and taste good.

Do try their signature jade dumpling which is one of the best we tried.

Service is excellent."
1036,Punsri21,Bangkok,Thailand,28-January-2017,"This is my first time trying restaurant which I have heard about her for long time. She is one of the busiest restaurant in Macau. The place is extremely beautiful with great decoration. The service is very good but the price is quite high but not beyond expectation. Somehow, I have ordered quite a number of dishes such as snake soup, fried Wagyu beef including her signature goose. I might say that the foods are not as good as you expected of two Michelin Stars."
1037,Justin9127,None,None,10-January-2017,"Jade Dragon is located inside the City of Dreams Hotel, where the ambience at that time of period is not that good due to the renovation of the walls of the entire City of Dreams building. Due to construction period at lunch time, the workers create noise which is somewhat problematic for us to savor our delicious lunch in the restaurant. The meal, however, was excellent. The dim-sums were fresh and the fried rice was nicely made for people to fully enjoy and delight their taste buds. The service could have been improved, for they did not treat us to their best of their ability, and lacks the helpfulness and kindness towards us. The price of the foods was quite expensive and somewhat not worth the high price. Overall a delicious lunch but some aspects could have been further improved to enhance performance."
1038,Immortalist,None,None,5-January-2017,"I've tried a lot of dimsum and fine dining Chinese places here in Macau, and while they vary in number of stars, Jade Dragon is still the best one of them all to date. Every dish is impeccable, even down to the tea they serve and the XO sauce! I'd recommend going for their dimsum at lunch as it's delicious yet reasonably priced, and then go for the a la carte menu during dinner time. Skip the typical super expensive market price stuff and really test out their skills in cooking by ordering actual cooked dishes. Their goose is the best I've tried in the region and their staffs are knowledgeable about the products. They are also understanding and accommodating in terms of the guests' dining preferences, including deboning the poultry when requested. And while I'm not a dessert person, Jade Dragon's desserts deliver well above expectations as well - just their petite fours are noteworthy! If you're looking for a true finedining experience with delicious and authentic Chinese dishes, look no further than Jade Dragon! It was definitely 2-Michelin stars well deserved!"
1039,samuraigun,None,None,31-December-2016,"Top quality Cantonese cuisine. Must try their roasted goods, as they have their own stove, so you can taste the lychee wood on the roast goose skin. Also their char siu is good quality using iberico pork."
1040,wonderwanderjoy,None,None,14-December-2016,"All I can say is try the Cha Siu (BBQ roast pork)... you won't regret it... you can order the lean or regular cuts, or just do what we do.. order both..."
1041,Tychoo72,Singapore,Singapore,14-November-2016,"Returned to this restaurant after they got their 2 stars michelin. Managed to get a table with the help of the manager Aman, cause we were late and did not make a booking. Foods were still as good as in the past, and the decor still well maintained. Staff attitude is ok, will return again."
1042,Max R,None,None,16-October-2016,"Incredible waste of money. Food is not bad (cannot feel difference to a normal good chinese) , but the expectations from a 2 star michelín is really something else. We also felt cheated as we only got a micro portion of a full goose cooked for us. Last but not least, we have been told we were lucky because we got the table thanks to a last minute cancellation during fully booked evening, and we were almost alone in the restaurant. Poor experience."
1043,eyefromig_,Macao,None,23-September-2016,"Jade Dragon is a delicate dining place for Chinese cuisine located at City of Dreams Macau. I particularly enjoy their tasteful interior design incorporated with traditional Chinese elements and contemporary silhouette. The background music reminds me of old Shanghai glamour. Moreover, their staff are polite and helpful in assisting.
My favourite dishes include their signature BBQ pork, roast chicken, steamed/fried fish. Last but not least, the complimentary starter and petit four are very presentable and delicious that I would never missed.
The restaurant will sometimes give guest Chinese calligraphy as a returning gift."
1044,jjtomoro,None,None,9-September-2016,"Brilliant dining experience, I'd say it is the best Chinese food in Macau, all dishes are above 5 star standard, excellent and professional services as well, especially thanks to Wai Chung Lau who served our table, keep up the good work."
1045,bill329,None,None,7-September-2016,"The restaurant has obtained a 2 stars Michelin as yet, the restaurant would be an expensive choice for Chinese Dim Sum especially they serve rather fusion dim sum rather than normal Cantonese style. Teas provided from this restaurant has been excellent."
1046,Tychoo72,Singapore,Singapore,31-August-2016,"Returned to this restaurant after they got their 2 stars michelin. Managed to get a table with the help of the manager Aman, cause we were late and did not make a booking. Foods were still as good as in the past, and the decor still well maintained. Staff attitude is ok, will return again."
1047,383sharonl,Singapore,None,30-July-2016,"Called the restaurant to make reservation and they don't welcome kids below 6 years old. So I had to leave my baby with the nanny in hotel. This is my second time to the restaurant. It looks less good from my first visit 4 years ago. I like the French oysters. The lychee wood roast. The complementary dessert spoils it. Seriously for a Michelin 2 star, that dessert sucks. Don't roll some tasteless starch and call it dessert. I left feeling too full and disgusted. Most Michelin star restaurant makes me feel full and will come back for more."
1048,CaraMia820,Ho Chi Minh City,Vietnam,18-July-2016,"It was a brilliant idea to have a dim sum lunch there, definitely will be back whenever back to Macau.

Restaurant itself has very elegant deco, service is swift with professional manner, friendly and thoughtful.

Ordered some highlight dimsum and 1 set lunch, all the food are delicious and surprised price is very reasonable.

The location is bit far away from the Wynn hotel we stay, and took some time to find this restaurant for us coz its hidden in a mall, but the tasty food made us forget all the inconvenience. And the sweet combination at the end is so sweet touch for us, love it!

Very nice experience, will visit again!"
1049,Parisa_a_Paris,Bangkok,Thailand,4-July-2016,"This is a real Cantonese culinary gem in Macau! We planned to have a light, brief lunch but ended up spending over three hours enjoying ourselves so much with delectable dishes that were so comfortingly familiar yet being so original and creative, like the lychee wood roasted Iberico pluma char sui or the bright jade color Alaskan crab and prawn har gao - to name just a few. We also really enjoyed the wide and fine selections of Chinese tea offered and prepared by a tea sommelier (our pick being the osmanthus scented tieguanyin which was heavenly aromatic). We also had the opportunity to meet with the genius two Michelin-Star head chef, Tam Kwok Fung, who, despite his world class reputation in the Chinese cuisine circuit, was so down-to-earth and genuinely embraced his work with passion - selecting only the best ingredients from around the world and cooking them up with experienced precision. He even sent us so many complimentary desserts (among them, the Sesamisu (black sesame tiramisu) and the Hokkaido milk egg tarts were so divine!) and personally showed us around the place. The restaurant's luxury ambience and services were superlative. Definitely my most favorite Chinese eatery right now!"
1050,Mehri13,Paris,France,22-June-2016,"It was based on a friend recommendation that we discovered this incredibly beautiful restaurant hidden in a luxurious shopping mall in Macao. It was nominated among the 100 best in the world with two Michelin stars. Its Director of Culinary Operation or the Chef Tam Kwok Fung was readily available to guide us through various hidden corners of the space kept for groups or individual dinning. Wine collections were commendable and the decoration was tasteful and luxurious! Our selection of a la carte was calligraphed by a resident artist and presented to us in a beautiful rapping at the end of the meal. Very unique gesture. Chef Tam suggested for our next visit a personalised food sampling of all varieties presented on the menu to give a better appreciation of what the very well organised kitchen can offer. I found this experience thrilling but I wish the Chef could do a bit better on presentation of the main dishes!? As a matter of fact I, with no hesitation made a few pictures of the deserts which were uniquely presented but not from the starter or the main food. I must say the glamorous setting of this restaurant justify this expectation. Having said that, I must add that this little short coming does not say anything about the delicious tastes of what was served."
1051,Annie C,None,None,17-May-2016,"The Jade Dragon has a grand interior décor accompanied with a refined touch of Cantonese cuisine.

Perhaps, I went with an over-expectation. Finally, the private dinner we had, with a customized menu that fits my husband's taste, did not really surprise me. We had the best sellers like char siu (bbq pork), Peking roast duck, double-boiled soup, etc. There is nothing that doesn't taste good, but there is also not one single dish that I must go back for.

The staff are friendly, attentive, and professional which are indeed quite rare in the service industry in Macao now."
1052,GluttonOfTruth,Kuala Lumpur,Malaysia,24-April-2016,"Jade Dragon is simply one of the best Chinese restaurants I have ever dined at.

There's a luxurious elegance and simplicity upon entering the establishment and given the often-used dragon theme in Asian cuisine they really do it differently in a good way.

I enjoy ambiance and decor but they take a back seat to the food itself which is exceptional.

Each dish is a piece of art and is a mouthful of wonderful. I'm constantly trying to find new things to try as it's a great surprise every time.

I have this growing dislike for fancy restaurants which are more focused on appearance than taste.

There's no problem at Jade Dragon which has amazing looking food, the highest quality produce and ingredients, with chefs that know how to make magical combinations.

Dinners can become very expensive especially if it's accompanied by alcohol. If you want to give it a trial first then I suggest lunch which is significantly more affordable.

Customer service is probably a 4.5/5 that just falls short of the elite competition but I'm really being nitpicky here. Whenever I want to show off Macau I'll surely be taking them to Jade Dragon."
1053,LegendLau,None,None,15-April-2016,"Must try the barbecue pork. Forget about the Spanish iberico, try the barbecue pork in its classic fatty style. You'll love it. I would also recommend the Jade Dragon Fried Rice and the almond sweet soup as dessert."
1054,Gianfranco M,None,None,3-April-2016,"everything was perfect. the service is attentive without becoming annoying. the food is just amazing. tried a few dishes, all to be recommended. best chinese restaurant i tried so far in greater china. not to be missed"
1055,jjtomoro,None,None,30-March-2016,"Every single fish surprised me, it was not ordinary, every dish was specially cooked with selected ingredients, service was good and caring, unlike other places where the waitress keep chit chat forever, they were well trained, nice."
1056,Dreamscometrue9,None,None,18-March-2016,"must try the lychee wood roasted goose and lychee wood char Siew. We ordered 2 set menu. Very worth to try."
1057,hodomania,None,None,25-February-2016,"Had a very memorable lunch at Jade Dragon. Not your ordinary dimsum at all. Pricey but worth every penny."
1058,SydneyVelli,Sydney,None,4-January-2016,"Well finally made it to our two Michelin star Macau restaurant. Did not disappoint, the food and service was spectacular and if you are in Macau don't miss this experience . from the moment you walk in the door it was exotic and sophisticated and such an elegant dining experience. From the lychee woodfired chicken with truffle, to the pan fried prawns in Japanese pumpkin cream, it was delightful, and the petit fours made an extremely beautiful complement to end the dining feast."
1059,pv2105,None,None,4-January-2016,"Very delicious. Don't expect to find  Ha gow  or  Shu mai  in the menu. The menu are different from normal dim sum restaurants but we ordered chef's recommendation and they are all very delicious. Will definitely come back again."
1060,VinceVW,Singapore,None,1-January-2016,"Booked a table for 5 of us for lunch 3 weeks before we arrived in Macau. They replied quickly and gave us a nice table.

The decoration is 1st class. Very posh and nice with a big jade at the entrance of the restaurant. They also have many nice tea pots and a good view of the kitchen where they roast their famous Char Siew, Roast Pork and Roast Goose.

The table settings is grand and their service is excellent. It is the most luxurious restaurant we have been to.

Now the food. We ordered some dim sum, Double boil soup and char siew. They surprised us by giving us a free samplier to open our pallets. They took time to explain to us each dish. It was indeed great. Each dim sum dish comes with an element of surprise in its presentation and taste. It tells how much effort the cook puts into the selection of the freshest ingredients and to its presentation.

We enjoyed all the food and it's artistic presentation and also the great service by the service team. It is indeed the best dinning experience we have. A must visit."
1061,winnielow,None,None,16-December-2015,"All dishes are elegantly presented, food taste above average; beautiful restaurant and worth to mention, service was excellent and staffs were friendly and knowledgeable"
1062,Koko P,None,None,6-December-2015,"The food was good and presentation was beautiful and delicate. The ambience was very elegant unlike typical Chinese restaurant. Beautiful decor."
1063,Peggytsang2812,None,None,20-November-2015,"Jade Dragon brought the Cantonese cuisine into amazing level that exceed the expectation. Such delicious food, elegant decoration and quality service making me and my guests were impressed in our first visit. Must come again even it is definitely fine dining price."
1064,Gugan_Ilango,None,None,20-November-2015,"Jade Dragon is the best place to have amazing chinese food.love the roster duck and taste and great staff. a little on a expensive side but worth the money spent"
1065,foreverbrightchina,shenzhen china,None,18-September-2015,"First the hits: the service and decor are very good. It's a nice space and the staff are friendly and knowledgeable. Of the dishes we ordered the Lychee wood smoked pork was excellent but I'm not sure that I believe, as they tell us, that it's served on a 5000 year old plank of wood. I'm not sure what flavour Lychee wood is supposed to impart to meat when it's cooking- not Lychees anyway. I think this is a bit of marketing BS.

The miss was unfortunately the most expensive dish we ordered- wasabe beef. Maybe the chef was heavy handed with the wasabe. Maybe its supposed to taste like sucking from a tube of wasabe paste. Anyway, any taste of what should have been and probably was delicious wagyu beef was lost under the pungent taste of wasabe."
1066,NorthStar428355,None,None,16-August-2015,"I had dim sum in this restaurant only once, and maybe My disappointing experience only depends on some accidental circumstances. Anyway, drillings and other noises ruined my lunch (renovations? Wouldn't it be better to advice the clients at the time of the booking?). Besides the terrible noise, i found that the place is by far overpriced! I go for dim sum very often and usually I don't mind paying more for starred places, however, for my first time, I found the bill truly unfair. And the food? Good but not enough to justify the price. Service very good."
1067,Henrikas P,None,None,11-August-2015,"I would say - nothing special. Yes, the service is impeccable, but the food is not memorable, check zapomnils 1500mop) a lot of pathos, without which you can do without. Stars is fine - but no charm at the restaurant."
1068,Bbqbbq2014,Singapore,Singapore,2-August-2015,"Although the service was immaculate and the dishes looked fantastic, the food was rather disappointing. I have tried the other michelin starred Eight at Lisboa which I feel the food was outstanding (but the service level of staff was not as good as Jade Dragon).

Loved the free dessert which made up for the disappointing dimsum.

We ordered about 6 dimsum and 3 soups for 2 persons. .The best were the lobster bisque with blue lobster dumpling and the Abalone puff."
1069,tasty22,None,None,31-July-2015,"Highly creative, beautifully presented and wonderful tasting food. The Chef is a unique and gifted artist.. Wonderful experience!"
1070,Simon K,None,None,3-July-2015,"Wow really great experience! Excellent food and great service like you would expect. we had a great 13 meal dinner. Recommended"
1071,relaxenj0y,None,None,30-June-2015,"Jade Dragon, City of dreams, macau is a porsche restaurant that you can try but expensive. The place is very well decorated and the private room has a marble covered washroom that is seldom seen anywhere else so far.
The dim sum were all freshly made. We ordered the  slice skin goose , it is a goose which is not found at most restaurants as ducks would usally be served instead of ducks. Service is good. It is kind of luxury. Try the goose! The dersert looks better than most western restaurant and it is yummy icecream!"
1072,Rutabbo,None,None,14-June-2015,"This is a grand & stylish restaurant, although it is pricy, it worths every single penny. By the time you enter in Jade Dragon, I did feel a sense of luxury. I highly recommend."
1073,tripplebang,Singapore,Singapore,6-June-2015,"Wow... In looking for a dining experience after seeing the House of the Dancing Waters show (5stars), we were treated to a dining experience unlike any other at Jade Dragon.

Upon entry our hostess walked us past the kitchens explaining each one and to a beautiful dining area, with a glass dragon on each table.

Our hostess guided us through the menu, offering to reduce portion sizes to allow us to experience a larger Rangel of their signature dishes. Goose and pork that were stunning, soups that were unlike any we have experienced before and the petit fours after the meal just rounded off the experience.

To top it off they presented us a copy of our menu written in a card by their calligrapher, and gave us a copy of the Michelin star guide to Hong Kong and Macau.

Great evening and great experience."
1074,marcoaL4444TV,None,None,23-March-2015,"Great experience! Exceptional service, excellent design, great food! Best experience if you decide for Chinese food! A must!!"
1075,Edyharto,Singapore,Singapore,19-March-2015,"I heard of Michelin-star restaurant only recently when my friend told us that her daughter has booked one for our meal in City of Dreams, Macau. Not expecting too much as older persons who ate the worst and the best food around, we were surprised when our host led us to a private room, the “Forever Harmonious Palace” of the Jade Dragon Restaurant of COD….The elegant ambience of the place was peaceful and heavenly. Sitting space may be a problem in Hong Kong, but here at this marvelous tastefully decorated restaurant, the table before us, perhaps meant for ten diners, was huge for the five of us. This was fine dining fit for a king!
As soon as we were seated, the appetizer or was it the salad, red small tomatoes served on a “smoking” bowl by a beautiful Chinese waitress who went on to explain the dish. However, our focus was firmly on the nicely presented food, not the explanation and each of us quickly started eating the steamed or was it braised or boiled tomatoes placed on transparent jelly. It was a fantastic starter! The dishes were then served as quickly as we finished eating the last ones or even before that and we were struggling to find space in our already filled tummy.
Years ago, we went to Beijing for an “Emperor’s meal”, but that meal really paled in comparison to the delectable and tantalizing food at Jade Dragon Restaurant in the COD. Some of the fusion food here was created by Master Chef Tam Kwok Fung, who honored us with his appearance. A humble-looking man, he went on to explain some of the dishes. Again, our focus was affixed to the food and no sooner he finished the explanation, we started eating it. This is one fine dining where we put formality to one side.
Three excellent dishes deserve mention - the lychee-wood roasted char-siew and goose, the red grouper fish-slices and the fried rice, which has the best aroma and fragrance I experienced. The other dishes including “Siow Long Bao”, the entrees and the desserts, all nicely presented are good. As one reviewer said, it is worth visiting at least once in a lifetime, this being an excellent restaurant serving high quality and pricey food. We are full of gratitude and very thankful to our host for giving us this once-in-a-life time opportunity and look forward to a return."
1076,NomSutipolC,Bangkok,Thailand,31-January-2015,"Plenty of choices for dimsim. All pretty nice, fancy and flexible. I was there by myself and could order by number of pieces. Definitely a plus.

Ordered 2 lobster dumplings, 1 beef puff, 1 rice roll, 2 crab dumplings, a small serve of BBQ pork. As mentioned I was there by myself and wanted to try the BBQ pork so the staff helped to organise a small dish for me.

Taste good, great service in an elegant atmosphere. Quite pricey though. Total MOP 640.20"
1077,chillipadichua,Singapore,Singapore,18-December-2014,"This Michelin-star restaurant certainly lives up to its name in terms of ambience and food.

The lychee-wood char-siew is nicely charred with balanced amount of fats and simply melts in the mouth - after tasting this, you are bound to want to return.

Worth visiting at least once in a lifetime"
1078,Matthew H,None,None,18-July-2014,"Excellent dim sum and Chinese food! Great Staff and very accommodating! The Cha-Siu is just sublime! The dim sum is perfect and they even made spring rolls specially with our own choice of fillings! Have been twice now and will be going back!"
1079,AlbusD,Singapore,Singapore,26-June-2014,"My family of six had our dinner here to celebrate a birthday.
Upon entering, one can feel the elegant environment with large chairs and ample space between tables which is not typical in chinese restaurants.
We had roasted pork belly and char siew(roasted pork loin) which was juicy and crispy. To me, these common chinese food where you can find in almost any chinese food outlet is a measure of the quality of ingredients, cooking and attention to details that provides the differentiation. The suckling pig on foie gras and prawn on lobster biseque gravy were not only unqiue but exquisite in its tasts. The signature fried rice lived up to its expectation. All in all, we coulnd't fault the high quality of food.
The service was also excellent from food recommendation to constant refilling of tea.
Since this is a fine dining chinese restaurant, the price was as expected higher than the usual above average chinese restuarant but i personally find the price pretty reasonable given the quality of food, decor of the restaurant and great service!
Will certainly return on the next opportunity to try the other food itmes on the menu."
1080,rustybucket50,Chinatown,Singapore,19-June-2014,"A hidden gem: well deserved Michelin-starred restaurant!

We have tried the 3 stars Michelin chinese restaurant in Hong Kong; so were not expecting too much from Jade Dragon. However it was full of surprise: very attractive presentation on most dishes, delicious BBQ pork, freshly made xiao long bao and lastly, the complimentary desserts which ended our meal perfectly."
1081,MerryJetterSingapore,Singapore,None,17-June-2014,"Jade Dragon came highly recommended. So we had lunch on 15 June. Restaurant is tastefully decorated- not gaudy as in lots of Chinese restaurants. We had a pte room. We ordered quite a number of items, in double or triple orders cos we had 10pax. Memorable dim sum dishes were cheong funs (thin rice rolls) wif prawns, n a Mui Choy (lightly sweet preserved vegetable) n pork stuffing, bolo buns (char siu stuffy), flaky yam n scallop puffs. We also ordered some a la carte items- crispy rice in lobster broth, iberico pork char siu (very good), roast goose (crispy skin n meat is moist), stir fry noodles in lightly sweet soy sauce n lard (good). Desserts that we had were interestingly 'non-Chinese' - milk tea, lemon 'ice cream cones', macarons n chocolates... Like most reviewers' comments, it's fairly pricey. But worth a try."
1082,NellWang,Hsinchu,Taiwan,15-June-2014,"I have never tasted a plate of stir-fried vegetables with such ridiculous price, even more than some of their meat dishes. The dish I feel the most delicious is the complimentary dessert, so ironic! And the service is not as good as the others comment. Definitely not recommend!"
1083,458camilas,None,None,21-May-2014,"The Jade Dragon have reasonable price for one fine dining restaurant,specializing in Cantonese food. I love the dining experience, because the atmosphere is welcoming, the food is great and the service is excellent. One of the best Restaurant in Macau!!"
1084,Sydneysida,Mosman,Australia,25-April-2014,"We dined at the Jade Dragon when we stayed in Macau to see the House of the Dancing Waters show. The stir fried prawns with lobster bisque was nice but .. The slow cooked pork was stunning. And the fried rice was superb. We had really fantastic service - just superb. I would highly recommend."
